TotalTime,PictureClicks,PictureTime,PictureDwelling,SummaryClicks,SummaryTime,SummaryDwelling,DescriptionClicks,DescriptionTime,DescriptionDwelling,ReviewClicks,ReviewTime,ReviewDwelling,Return
62446,5,24297,19586,2,18525,3218,3,11487,8954,10,14861,14861,0
36140,3,17924,17924,6,24043,24043,1,7023,2596,1,4499,4499,1
28667,4,745,745,6,8632,8632,0,11993,9776,2,9223,4393,1
38243,2,5149,5149,4,8438,6820,1,7534,1998,0,17934,3589,1
21163,5,26188,13455,3,24558,5490,3,13748,7594,13,25827,18116,0
32568,0,10115,10115,3,4776,4776,1,10913,4305,0,11060,3779,1
26328,4,3426,3426,6,4031,4031,1,12804,1928,3,4207,4207,1
26422,3,3116,3116,3,28676,28676,2,1695,1695,2,2421,2122,1
18768,0,13854,13442,5,14588,14588,1,14619,5187,2,4729,449,1
50682,5,16527,10931,2,17773,8891,1,9410,9410,12,16864,4636,0
75608,3,21416,11038,0,4577,4577,2,17691,2023,11,18780,18780,0
27142,4,19115,19115,4,22541,22541,1,7479,2591,2,15610,8466,1
42675,0,8084,8084,4,14461,10247,2,11249,3623,2,10232,5063,1
60189,4,21460,21460,2,7724,5895,2,13437,13437,11,22779,22779,0
74298,1,7860,7860,6,11596,9839,3,19509,7032,0,10218,10218,0
31206,4,7466,7466,6,14081,709,2,1420,1420,3,14143,8795,1
33999,3,2936,2936,4,17821,17821,0,271,271,2,8283,2096,1
16529,2,759,759,3,29733,29733,0,8979,5789,2,7335,2314,1
45213,3,6778,6778,3,20099,7335,3,5628,5628,2,23817,15016,0
10803,1,18505,11651,4,10179,7330,0,1775,1775,0,811,811,1
69887,3,20648,10489,2,28135,5035,2,8184,8184,4,8284,8284,0
62456,5,18633,18633,1,5745,5032,4,3725,3725,11,4133,4133,0
42195,2,9992,9992,3,17864,2012,2,4188,4188,0,19338,804,1
10211,0,12149,1766,3,16821,6243,1,14889,2483,3,12972,1972,1
36855,0,5047,1538,3,22912,22912,0,9689,2496,2,562,562,1
25906,4,19368,19368,2,7492,5051,1,12360,12360,14,6597,6597,0
58809,3,17525,13004,2,14561,9759,3,15454,15454,15,9418,9418,0
12029,1,17451,8897,3,5496,3473,0,14274,14274,9,19626,10500,0
66690,3,22963,17279,3,12459,6992,2,4034,4034,6,20744,15571,0
61857,3,24138,22031,2,21969,5222,3,15493,15493,3,15886,5914,0
38979,4,1973,1973,4,23480,23480,0,5916,1871,3,4657,89,1
19002,3,16303,16303,4,28848,28848,0,9715,5157,2,7953,1029,1
57252,3,5923,5923,2,13773,6522,3,9605,5627,4,15426,11970,0
35949,5,28578,27309,2,11057,5286,2,11863,11863,8,24916,13225,0
29125,4,20476,16312,3,18078,9850,1,15290,9361,5,25680,4777,0
14114,0,16637,11799,5,21785,21785,2,11543,3227,1,15094,3742,1
56715,5,8645,8645,3,9337,7843,2,15284,5361,4,5022,5022,0
44145,2,6612,6612,5,13667,11308,2,4082,4082,1,2713,1479,1
63324,5,15512,15512,2,13156,8104,1,19470,13512,11,18884,18884,0
36243,3,28155,26897,2,7046,5317,3,10029,10029,11,17170,17170,0
37826,3,26325,26325,2,9679,4112,2,10830,5169,8,4916,4916,0
3647,3,11362,11362,4,20304,20304,0,6164,5856,3,1937,1474,1
41807,4,19944,7612,1,6743,605,1,3599,3599,6,12614,2903,1
36267,4,25796,17956,3,3710,3710,4,15496,10267,8,7847,7847,0
24961,4,6949,6949,2,16504,4417,3,15224,11402,6,28161,28161,0
14131,0,26659,21242,6,4791,4791,2,6509,989,2,6868,6868,1
76065,2,29389,23549,3,28652,6542,2,13419,13419,13,5953,5953,1
60245,5,29614,14303,2,13101,3869,1,15578,14110,11,7563,7563,0
9498,2,1120,1120,5,4397,3932,0,9617,8811,0,16355,8969,1
13272,1,20175,20175,1,8324,1343,5,1952,1952,12,9210,9210,1
44826,1,8211,8211,6,4399,4399,2,278,0,3,5873,5017,1
36595,1,3915,3915,3,16174,16174,1,12307,3010,0,18854,154,1
67802,5,24449,9751,3,18940,4325,1,7050,7050,15,8454,8454,0
30892,5,24862,24862,2,22895,5007,3,12731,12731,10,7509,4336,0
55128,4,16361,16361,3,26049,4326,2,9183,9183,15,17658,11620,0
38129,0,8128,8128,3,14051,14051,2,8010,18,0,14203,4071,1
30395,1,9025,6748,4,15408,15408,2,527,527,1,9731,9532,1
41895,0,20794,19835,6,29331,2823,3,18821,1754,3,7908,7908,1
37952,5,12679,12679,3,20373,3395,2,18116,7068,5,5944,5944,0
21007,3,17644,17644,3,24879,5825,1,14317,7508,11,15968,15968,0
35123,0,6993,5373,6,21064,9402,4,14904,3477,2,13477,6060,0
72124,5,28069,12803,2,9560,8336,3,16880,11985,13,24099,5665,0
65022,4,24886,16051,2,12763,9732,3,13192,13192,8,11945,11945,0
38853,4,8774,8774,3,14530,14530,2,950,950,3,8616,1827,1
21472,3,13695,8400,3,25186,25186,1,5780,2925,3,4809,4809,1
10094,1,10823,1292,4,24148,24148,0,4582,4582,3,12743,3640,1
12926,1,12014,9995,3,17322,15659,0,14811,1130,0,17912,5575,1
14541,4,2925,2925,3,14418,14418,0,2960,930,3,18384,752,1
75667,4,8190,8190,2,6958,3759,1,4079,4079,6,27465,12312,0
8662,2,6631,6631,6,26740,5127,5,19171,15700,6,22292,3012,0
39173,1,7494,7494,4,25870,25870,0,14149,5256,1,3909,3909,1
28170,3,17246,17246,2,20263,8025,1,16940,12531,8,22149,6525,0
6567,0,5432,5432,6,14396,7639,1,226,226,1,327,327,1
26564,3,21188,21188,3,15488,8597,3,6600,6600,7,22229,22229,0
3627,0,13562,11659,3,9998,9998,1,9049,6771,3,3359,3359,1
45656,5,9992,9992,2,22970,7461,1,13418,13418,11,26929,24850,0
13702,0,17831,4528,3,10292,9973,0,9438,6356,1,13272,9183,1
43910,5,19828,7163,3,25048,5527,3,19529,16206,2,4859,4859,0
68563,5,10746,10746,3,11652,5136,1,8902,8902,12,9041,9041,0
34245,3,17618,17618,3,26292,3963,2,7961,6570,4,23412,13651,0
52629,0,10103,10103,0,13958,2181,4,719,719,9,2580,2580,0
73784,4,10416,10416,2,13334,8180,3,11868,11868,3,25283,19662,0
12021,4,14760,14760,4,29464,29464,0,7972,6888,2,7942,5922,1
8625,2,2582,2582,3,12229,6984,1,7252,2874,0,691,691,1
18510,1,19168,11488,5,26365,26365,0,9341,5205,3,9779,4184,1
73292,5,8483,8483,3,19767,9311,3,4682,4682,14,15939,15939,0
61944,2,225,225,1,2820,2820,4,6430,1536,4,8832,680,0
4666,3,7604,780,6,17055,6092,1,8796,2526,2,493,493,1
22654,5,4341,4341,1,27265,381,5,271,271,3,3623,3623,1
38539,3,19945,19945,2,14599,5025,2,13735,13735,15,6862,6862,0
21398,0,28549,2287,3,15712,5237,4,11103,11103,11,2548,2548,0
5005,1,11287,9966,5,16601,16601,0,13136,5917,1,18219,1647,1
41864,3,16105,7186,5,21196,21196,0,10163,963,1,11141,6357,1
66420,5,26810,16574,2,13297,6851,2,4666,4666,15,19991,19991,0
29648,2,11981,11981,4,19824,19543,1,2576,2576,1,10100,5170,1
26539,4,16630,16630,3,16058,3945,3,18153,18153,3,11677,11677,0
64590,4,15657,12266,3,18709,6502,1,11351,11351,9,22307,22307,0
29667,4,20848,20848,3,7583,6650,1,7364,7364,14,8778,8778,0
61283,1,27923,27642,5,10864,3786,2,11733,488,15,23741,827,0
35014,5,8773,8773,2,14816,4190,3,8418,8418,6,10552,10552,0
40118,4,21521,21521,2,28146,5777,2,14934,13981,6,14138,12309,0
52567,5,24883,24883,3,27863,5801,1,9280,5917,13,16828,16828,0
35281,2,29718,29718,0,23882,4347,3,7565,7565,0,4652,4652,0
42628,2,14795,14795,5,28082,28082,0,3947,3947,3,18523,9065,1
33119,1,15514,11234,6,7170,7170,0,4853,4853,1,18663,2933,1
57917,3,26897,23166,3,12666,7100,1,8298,7946,2,26758,23548,0
38238,3,1057,1057,3,6129,6129,2,1207,894,1,6240,6240,1
27002,0,6502,6502,0,13660,9104,5,17308,317,11,10653,10653,1
55031,3,19027,19027,3,10670,9743,2,5134,4891,4,11759,7635,0
42568,3,23866,5587,3,24677,5562,1,9372,9372,4,16092,7946,0
44921,4,18659,9501,6,23921,23921,0,11080,2804,1,10785,2112,1
35219,3,9968,9968,3,19366,19366,2,7375,7246,0,18133,1847,1
27767,4,7492,7492,6,15585,15585,0,12622,5329,1,3414,1649,1
38799,3,19274,19274,2,29063,6597,2,10655,10655,13,6125,6125,0
7102,0,16623,9473,6,4896,4896,2,5497,305,3,5586,3965,1
40813,5,18965,18965,3,12602,8200,2,5036,5036,13,21875,14516,0
13737,5,9662,9662,0,7693,2840,1,3800,3800,7,22081,17092,0
53720,4,5613,5036,2,22024,9992,3,5402,5402,14,22867,22867,0
3110,5,4299,4299,6,13631,2419,2,13459,4373,4,14283,14283,1
20898,4,10871,6323,2,6258,6258,3,13444,9833,8,13642,13642,0
14099,4,7528,7528,5,19998,14392,1,10791,6165,0,2151,2151,1
6569,1,10663,2805,6,13474,13474,1,8317,471,0,14558,9064,1
55564,5,24772,4096,3,12038,4511,0,581,581,2,519,519,0
26252,0,15032,7745,5,10080,1733,2,13078,9740,2,15140,1532,1
70292,1,15449,15449,1,16277,8369,5,12325,4874,15,22871,175,1
5009,2,18489,11067,5,14042,14042,2,5494,937,1,9398,9398,1
34746,4,9753,4590,4,5149,4401,2,8919,1332,0,7229,2636,1
1103,4,1232,1232,2,28178,7505,2,17206,5872,14,4213,4213,1
28144,2,9040,9040,4,23384,23384,0,3627,3627,3,3748,3748,1
21074,5,28982,21616,3,27596,7376,3,14601,6812,4,27037,12977,0
18291,3,8695,4883,5,24302,24302,0,524,524,1,6610,6610,1
78672,4,8736,6789,2,8356,8319,1,14539,14539,6,4319,4319,0
12716,1,23924,2373,0,17555,2242,1,5192,5192,4,29719,6866,1
78336,5,20780,20780,3,22586,4312,2,4819,4819,5,17538,9782,0
70354,5,13267,13267,3,20672,9744,1,11949,11949,3,4614,4614,0
40966,1,12152,7846,6,17281,11112,0,11884,6253,2,14685,9306,1
49444,3,5410,5410,2,7770,7770,3,15959,10087,4,28371,14651,0
39917,2,24585,3794,6,12234,8913,3,11564,4525,14,10060,10060,1
7141,3,1630,1630,6,19072,13471,2,9869,5907,0,13327,5929,1
19853,2,1137,1137,0,24120,8354,3,19924,12814,2,12678,11055,1
46649,4,15087,15087,3,25699,6096,1,14531,14531,10,29561,13043,0
79532,2,1292,1292,0,8253,8253,2,16407,5746,7,10596,10596,0
32308,3,10791,10791,2,27658,4931,3,17717,17717,8,11300,6141,0
23440,0,18437,256,4,19138,19138,2,1907,420,0,15334,1864,1
20676,5,28613,8962,3,8075,3602,3,19570,10066,11,8810,8810,0
26297,3,17100,1784,6,18549,17027,2,14928,1985,2,6987,4424,1
32440,0,231,231,6,19472,13833,0,145,145,2,19779,8418,1
40200,1,7855,7855,3,12992,12992,2,9179,6948,0,6421,955,1
16443,1,11663,11663,5,10253,10253,2,7280,3410,3,8428,8428,1
43078,1,13357,3478,3,10066,10066,1,9566,279,1,10692,4262,1
3128,3,9785,8160,6,27015,27015,0,3397,3397,2,5372,5372,1
68146,2,22076,9157,0,5600,5600,5,15166,15166,4,13917,13917,1
30753,2,9874,9874,6,19100,4720,0,10757,3745,1,9555,471,1
6202,2,10562,10562,6,6094,5414,2,12925,5876,1,2787,249,1
22851,1,2769,2769,4,16722,2003,2,12283,2857,3,16371,296,1
27953,5,14248,14248,3,18260,6377,3,19732,14483,7,14446,14446,0
24857,2,12851,10147,5,29851,29851,2,5354,4025,2,7471,7471,1
68953,5,23279,17460,3,13926,6348,2,5280,5280,13,27072,25159,0
40780,5,26837,26226,3,5468,5468,2,8424,6214,2,5567,5567,0
30417,4,14159,11835,2,19833,5774,2,12581,7272,14,13607,13607,0
42959,3,7978,7978,2,14792,9873,3,17076,13503,8,9886,7059,0
14344,2,3861,3861,6,21497,21497,0,2095,2095,0,19457,1503,1
23904,5,10659,10659,2,8574,6165,2,9040,9040,13,28197,28197,0
19246,2,2957,2957,3,27745,27745,0,14485,253,1,19090,1246,1
33864,5,26666,26015,3,22464,7281,3,17041,17041,5,14004,14004,0
20904,1,14109,3283,6,12954,4537,0,9604,6368,1,5628,4791,1
37770,4,13612,5386,2,19102,8567,2,4138,4138,7,8246,8246,0
36695,3,17805,12592,1,7450,7235,4,1290,1290,2,27941,2953,1
19024,2,17261,8543,5,18441,10733,0,1135,1135,2,6159,6159,1
11631,3,13973,1788,6,21614,21614,0,2140,2140,1,12590,3531,1
21714,4,18847,2811,3,26114,26114,0,13024,8079,2,383,383,1
37155,2,3531,3531,0,22087,3695,2,1409,438,14,20109,20109,1
70815,3,23379,20764,3,5813,5813,1,6357,6357,5,9088,9088,0
23968,2,7510,7510,5,12937,8829,1,1785,1785,0,5702,1014,1
195,1,648,648,2,1037,1037,2,14724,14724,15,7059,1292,1
52604,4,22659,17270,3,12179,7439,2,14561,11250,12,7922,7922,0
40756,4,17221,9953,5,26334,26334,1,7413,2793,1,16979,8695,1
24542,0,10795,10795,5,22128,22128,2,8677,2694,3,9497,1019,1
30376,4,8122,8122,3,7291,3174,4,2614,846,1,17418,17418,1
10477,4,11960,5810,5,20117,667,5,14656,14656,0,4616,4616,1
11147,1,13346,7541,5,13501,5746,1,5964,5964,2,18433,3409,1
14753,1,17396,11131,5,14074,14074,0,11145,8095,3,7190,3921,1
56405,4,18289,14897,3,25364,4458,2,6503,6503,5,10694,10694,0
21664,4,14351,12026,2,8197,8197,2,13623,10688,2,16794,12880,0
41270,2,11249,11249,4,1988,1887,0,359,359,1,7701,7436,1
27631,3,24201,24201,3,13227,6341,2,18932,16127,14,19740,19740,0
11402,4,8050,8050,4,13613,13613,0,2102,2102,2,7489,7489,1
39963,2,18359,18359,4,16246,14619,1,14487,2875,0,5015,5015,1
21236,3,10178,10178,4,29010,29010,1,12739,6253,1,17636,1596,1
32135,4,14460,12253,4,10145,10145,1,6268,277,1,54,54,1
78173,3,27300,21666,3,24405,8664,3,5089,5089,12,11126,11126,0
45529,1,20033,8632,0,12928,312,5,4835,3011,12,24136,23908,0
79843,4,27415,19107,3,8698,8395,3,17657,4318,12,21143,20652,0
61967,3,11537,7353,3,11054,4066,3,6993,5071,12,19441,18067,0
72974,4,5749,5749,3,15999,6694,1,13640,13640,3,15235,15235,0
48430,4,16924,6509,2,25591,4754,3,12990,12990,12,12174,12174,0
70345,4,13816,13816,2,5773,3801,3,18404,4185,6,13224,9027,0
21861,4,8949,8949,2,25739,7590,2,14572,10940,7,27864,27864,0
52477,4,16956,8199,2,11185,8363,3,8091,6855,8,9368,9368,0
27610,4,8015,7275,1,2403,1349,4,10792,7623,7,165,165,1
45302,5,7212,7212,2,15087,8092,1,4508,4508,7,11760,11760,0
37398,3,28373,24007,3,5930,5930,2,15825,15293,8,11547,11547,0
59664,1,5174,5174,0,342,342,1,2009,851,7,20079,7698,1
24871,4,11204,11204,6,13237,3031,0,14550,3354,2,1385,1385,1
19931,5,9554,9554,6,15161,4593,1,19020,880,0,8623,8623,1
28205,0,978,978,4,13352,4691,0,6132,6132,1,1500,1500,1
13772,4,10000,10000,6,19136,864,1,3972,3972,1,7890,5856,1
5477,2,27539,9117,0,20092,5679,3,2082,2082,8,22675,8841,1
74066,5,12955,12955,2,10863,7569,3,9659,6718,9,17018,6120,0
27187,1,17018,11510,3,20028,20028,1,2351,2140,0,14187,4553,1
50344,3,5322,5322,3,13833,5421,3,10722,10722,11,21242,10412,0
3530,3,12482,9499,5,12514,12514,0,2830,2830,0,5623,4387,1
43043,5,14377,14377,3,6702,4454,3,14185,7172,9,17535,17535,0
38087,2,3225,166,4,18846,3298,2,1904,1904,2,17805,2657,1
28654,1,11410,9608,5,29150,29150,2,14643,2954,1,2561,2463,1
32139,3,1596,1596,3,9283,9283,2,7032,4030,3,3480,3480,1
68641,5,6410,6410,2,10672,5291,3,16598,7588,13,20778,8315,0
33316,1,8184,8184,3,17170,7867,0,10712,9278,3,12685,5745,1
39772,5,17313,17313,2,5979,5459,2,12910,4213,2,13427,13427,0
53990,4,27983,10326,3,16757,7244,2,17312,11127,4,23010,19821,0
76521,1,25645,25645,5,14100,2291,4,5299,5299,3,9314,9314,0
38870,5,18042,18042,3,18921,7227,2,13366,13067,7,6984,6984,0
21638,1,2060,2060,4,25683,25683,1,11655,4968,3,12394,8090,1
13886,1,21545,13521,4,27857,3417,5,16104,9800,7,16091,10523,0
76209,4,24912,16396,2,8606,8606,2,15644,15644,10,22899,13396,0
433,1,4443,4443,1,5925,3876,2,13033,9001,0,18462,18462,1
40586,3,4131,4131,4,5667,1445,2,9311,7338,3,8851,5966,1
41962,2,18880,17657,4,2351,2351,1,9744,1267,1,5240,5240,1
62493,5,16508,16508,3,17219,7076,3,14721,14721,3,20988,20988,0
49685,3,29022,16700,3,20319,5245,3,18048,16952,9,25200,6363,0
16493,0,7753,7753,4,21972,21972,0,7031,6642,1,4150,606,1
32405,3,28881,24229,3,16356,9298,3,4788,4788,2,29131,16095,0
4858,3,17740,17740,5,10551,5776,1,11105,2248,2,17934,5438,1
63005,4,22743,22743,3,15319,4433,3,17043,8189,11,13200,8800,0
35564,4,12928,11378,4,26943,26943,0,2285,2285,2,17778,9147,1
57574,3,17149,11764,3,7099,4654,2,11472,11472,14,27987,15658,0
21289,4,9003,9003,2,23805,8066,3,8221,4087,2,10953,9046,0
39369,1,18514,18514,5,12384,4287,4,4481,4481,11,1202,1202,1
49608,5,12901,12901,4,24639,6036,4,9469,5208,1,9703,2253,1
66861,4,26929,16659,3,2121,626,5,19668,11241,6,21394,13312,0
5540,4,2450,1489,3,22641,22641,2,10976,7847,2,7245,2575,1
35137,3,11851,6582,1,17210,7030,2,9601,9601,4,19434,16447,1
11277,2,8375,8375,3,19496,12360,2,5514,5502,3,12732,1941,1
72535,4,15579,15579,3,17649,5389,1,5470,5470,7,13963,13325,0
15367,1,23180,19219,6,4802,4802,0,15623,15623,13,26176,26176,0
44973,3,8110,8110,6,27887,5170,4,5174,5174,6,13360,11957,0
60064,0,11047,11047,3,3520,3520,1,19002,16597,15,8260,8260,0
35825,4,13424,13424,4,28028,28028,0,5603,724,0,8394,3331,1
24005,5,24725,24483,3,17514,4560,2,10275,10275,11,11213,11213,0
32667,5,15048,15048,3,16922,3327,3,15523,15523,8,7558,7558,0
34155,4,22158,9031,3,29500,5547,1,7829,7829,8,23978,19998,0
61531,4,15949,9618,2,21385,8976,2,11858,11858,6,13865,13865,0
24570,5,14893,14893,3,25251,9858,1,17022,11706,3,20372,20372,0
15949,0,9300,9300,3,8405,8405,2,1045,1045,1,19188,4382,1
34068,4,23703,5531,3,8027,8027,1,15658,12753,15,22536,14967,0
36382,2,2522,2522,5,28250,28250,2,1085,850,0,17033,7131,1
37451,5,12683,12683,2,24320,4920,2,12047,12047,14,5965,5965,0
66939,3,14539,14539,2,21495,6555,1,16706,10788,3,23495,17862,0
27833,4,5819,5819,3,7216,7216,3,4500,4500,5,27258,17316,0
41905,1,6646,6646,4,8773,8773,2,11363,7326,3,4300,4300,1
18264,1,7603,7603,6,21414,21414,1,3173,3173,1,1361,1361,1
6396,2,14852,8642,3,25660,25660,1,2353,2353,2,17600,4867,1
71681,3,10048,10048,3,25246,8280,1,13809,9941,3,4491,4491,0
65879,3,6953,6953,3,14992,6919,1,8289,8289,15,17641,16757,0
20747,3,15802,15802,5,26820,26820,1,5342,660,3,10758,2256,1
7944,2,4644,4644,4,4904,4904,2,5273,5273,2,2810,2810,1
31740,5,23022,17916,3,26837,6385,3,17109,16645,6,19955,19955,0
31376,3,8476,8476,6,15024,55,3,735,735,5,29673,2260,1
60664,2,28376,12249,4,549,549,1,8051,8051,15,6570,6570,1
9955,2,19192,19108,6,29670,29670,0,13027,9525,3,3539,3539,1
36827,4,11916,5148,5,15218,15218,2,9412,8964,0,12052,4753,1
44009,5,27883,6410,3,19063,5382,3,14191,4311,9,25452,4607,0
31898,5,15670,5495,2,23885,9478,1,15225,15225,4,23760,7504,0
37179,4,24292,7259,2,8304,6819,2,17501,8472,4,28746,8818,0
56824,3,16681,16681,3,13483,9502,3,7704,7704,6,20048,15485,0
58895,1,12652,11125,0,13165,394,0,17036,8763,1,10359,10359,1
64038,4,3968,3968,4,2724,2724,1,12290,9783,6,8938,8938,0
11215,2,13886,13886,3,25757,25757,2,8,8,1,1931,1931,1
5124,3,17166,10106,3,15763,14577,0,1481,208,0,12545,9998,1
32225,5,11629,11499,2,17971,7343,3,7913,6492,13,6770,4640,0
16323,2,8078,5186,4,29710,29710,0,12618,9214,2,5253,5253,1
13829,1,14887,1854,5,15605,3421,1,4798,4798,1,5615,1215,1
4866,2,5811,5811,3,1517,1517,0,5841,5841,0,9596,1390,1
48792,5,24380,24380,2,9749,4553,1,13243,13243,15,29474,11132,0
38797,3,15732,11152,3,16152,13328,1,12315,2688,3,709,709,1
45227,2,8984,7067,2,21484,1646,1,14168,3254,14,23574,22626,1
40200,3,19971,19971,2,25532,6527,3,15299,8986,12,6997,6997,0
53734,3,11455,9441,3,24030,8834,3,13871,13871,3,25777,15259,0
12180,2,8917,3617,6,17567,17567,0,6201,4715,2,7917,2032,1
49729,5,24862,18764,2,16295,8913,1,4939,4939,6,14073,8955,0
38315,2,13671,7593,3,22316,22316,2,5817,5817,3,3953,3953,1
28135,3,23803,11317,2,22875,4045,2,14573,14573,7,21056,11522,0
69598,3,18315,5652,3,22929,6813,3,11994,11994,6,29039,12649,0
48098,4,17471,12108,2,18196,5138,2,14431,14431,15,9940,9940,0
6839,1,18386,3119,6,16034,9948,1,10131,6022,2,12569,4874,1
67016,5,21192,10035,2,15891,4568,1,13329,13329,3,10389,10389,0
11388,5,18313,5593,2,23423,9441,1,5393,5393,8,3661,3661,1
36648,2,4275,4275,4,5296,1973,3,945,945,12,545,545,0
30130,3,24382,24382,2,5363,5363,1,7104,7104,11,7459,7459,0
50660,4,2204,2204,5,3795,3250,5,6683,6683,7,28664,12466,0
33087,5,22262,22262,3,27040,3317,1,1921,1921,12,22309,3715,1
24370,5,27831,19729,2,16550,8581,2,16791,9007,9,15900,7257,0
15437,2,5540,5540,6,10316,4067,1,13036,5733,3,4973,4973,1
27675,3,14928,14098,6,17632,17632,0,11915,2079,1,13643,2706,1
35932,3,1877,1877,6,15328,14074,1,3036,1419,1,4446,3563,1
70705,4,27473,5734,3,18169,3142,2,15521,15521,9,24903,17720,0
53486,4,632,632,3,8542,6830,0,2252,2252,10,2902,2902,0
49979,3,24710,9811,3,26385,5859,3,19449,18331,13,24550,17316,0
15254,3,2945,2945,3,26880,26880,0,14671,2425,2,5608,3255,1
38712,3,25162,9150,2,13897,3384,1,5145,4642,12,24528,16568,0
46057,5,17763,8999,2,20360,9699,3,19847,9656,15,22447,11750,0
16625,0,11549,11549,3,21085,21085,0,3863,3863,2,11095,7262,1
71308,3,14840,9897,3,9239,5334,2,16185,12458,5,22498,22498,0
39848,2,18385,16473,6,11853,6327,2,5866,5866,2,2535,2535,1
58798,5,11107,11107,2,18944,6256,1,9125,9125,13,18190,5592,0
31885,3,14470,14470,3,25617,7692,1,8441,8441,5,18201,18201,0
44731,4,23648,14658,2,23558,9475,3,4348,4348,7,12635,6399,0
91,5,23701,14592,4,1051,1051,3,13303,13303,13,3612,3612,1
28251,5,5711,5711,2,21149,2206,5,18807,579,14,21227,18484,1
59135,4,26947,14661,3,14888,4795,1,13149,9287,4,11830,11830,0
67270,3,27624,13041,2,12464,7598,2,15317,14593,7,13950,13950,0
23593,5,8705,8705,3,8689,5911,3,12155,12155,8,27904,25177,0
7087,2,124,124,3,25866,25866,0,13388,5998,3,5392,5392,1
43324,1,1632,643,3,12961,12961,2,1654,1654,3,7556,7556,1
22221,4,19260,19260,3,7665,7665,2,16431,4401,3,16252,16252,0
11100,0,7794,2970,5,25206,25206,0,14664,1653,2,34,34,1
54134,5,8161,8161,3,20932,4324,2,10658,10658,3,9199,9199,0
34302,1,15574,9240,5,17720,17720,1,13397,4893,3,6826,1510,1
42373,3,14747,14747,6,19008,9813,0,1005,1005,0,1131,1131,1
21076,4,8710,7769,6,18814,18814,1,7439,1556,2,12512,8928,1
19980,3,18428,10937,5,28680,28680,2,2211,2211,0,16854,7131,1
77993,5,20957,20957,2,22828,7170,3,8955,8955,11,10269,10269,0
25306,0,11313,11313,3,15190,15190,0,3343,3343,1,19189,1446,1
38885,3,6724,6724,3,21276,8682,1,19290,5536,8,17835,17835,0
6649,3,11483,11483,4,14936,5093,1,10999,2541,1,4302,2388,1
52732,4,23279,4932,6,2824,2824,3,11377,10682,12,12392,12392,0
62976,5,28607,10308,2,18278,6336,2,15722,8341,9,27971,26429,0
9835,4,1837,1837,6,5979,5979,2,7369,6210,3,15754,5037,1
4633,4,12033,5726,5,24366,24366,1,1164,1164,3,10418,119,1
3045,3,9517,1626,4,18491,7722,1,7051,4976,0,7386,5146,1
31827,1,7183,6574,5,1498,1085,1,7482,604,2,10474,8913,1
58967,4,14135,10171,3,7333,7333,2,9030,9030,12,9747,9747,0
50531,4,13851,13851,3,20495,5734,2,8854,8854,8,19413,8115,0
79571,5,26950,26950,3,21832,9676,3,13041,9383,7,22763,18614,0
40808,3,29313,5360,2,20368,9218,1,7169,4996,15,10765,10765,0
60761,4,23574,10266,3,17452,7658,2,4409,4409,8,8713,6783,0
36048,3,4444,4444,5,6111,6111,2,494,494,2,11632,5254,1
8761,2,18226,9148,6,14515,6486,1,227,227,3,19786,5727,1
25423,2,15053,8872,6,19266,15787,2,10299,6520,2,1618,1618,1
16572,4,9507,2581,4,29845,29845,1,346,346,0,3241,3241,1
44755,3,12433,12433,3,11343,8256,3,6397,6397,5,16702,16702,0
38407,0,16755,7897,3,23096,23096,1,14638,3044,0,4573,4573,1
66106,2,25640,2129,3,5202,220,3,1159,1159,3,2248,326,0
12739,4,4782,4782,3,10056,9392,2,11601,1925,3,3138,777,1
8806,4,17176,17176,5,12500,12500,1,12423,1445,3,14359,2984,1
34055,4,12181,12181,3,5498,5498,0,5391,2749,2,7835,7835,1
31828,2,11696,11696,5,17985,10536,1,6446,1667,3,10678,3390,1
42001,3,15873,15873,3,28645,5011,1,11115,8215,15,22632,4106,0
62031,3,8672,7091,0,21140,4318,4,18786,9532,6,10481,3443,1
49831,5,5226,5226,2,15696,9011,3,12969,11882,5,6868,6868,0
17466,1,4421,4421,6,24731,24731,0,7813,6947,3,19003,1678,1
73619,5,11277,6534,3,13065,7961,2,4950,4950,13,19630,19630,0
48322,1,29244,16262,3,12935,2494,3,4151,4151,11,17526,12895,0
65325,3,19610,17010,2,23317,7704,1,5950,5950,12,14602,10281,0
52858,5,28863,11333,2,11614,7868,1,11518,10494,12,21184,8824,0
62382,4,16514,9970,3,6875,6875,1,4514,4514,7,5436,5436,0
63751,0,10858,3994,0,4370,399,1,1339,1339,2,19160,19160,1
44412,3,1897,1897,6,28534,28534,1,12935,8099,1,2578,2578,1
19588,1,25683,20276,4,10398,543,1,4415,4415,7,15333,15333,0
37344,5,10376,924,1,21215,6610,0,3523,3523,9,20039,20039,0
29449,2,10256,10256,4,23415,23415,0,10398,7854,1,17221,5541,1
61154,5,23542,21210,2,10096,6259,1,18635,7846,4,28466,10861,0
25449,2,24063,13493,0,28111,2727,1,12596,12596,8,14435,642,1
25063,3,17047,11728,3,17678,4094,2,7412,7412,8,23483,4730,0
72285,3,5692,5692,2,21237,6020,1,19020,5123,6,15729,15729,0
55558,5,14895,14895,3,11501,5584,2,19747,18385,9,28576,28576,0
52892,3,24532,12954,2,18191,9374,2,10556,10556,12,29287,15880,0
56912,3,17600,17600,2,19243,4621,3,7649,7649,4,4790,4790,0
18400,1,17857,17857,6,1875,946,3,18502,1793,1,6929,6929,0
