TotalTime,PictureClicks,PictureTime,DescriptionClicks,DescriptionTime,ReviewClicks,ReviewTime,DwellingTime,Return
50726,3,24180,1,19611,3,8645,14048,0
32984,5,6462,1,11693,13,5555,6462,0
26439,4,4279,1,8579,1,11998,4279,1
36727,5,6733,1,13831,15,28344,471,1
24727,2,10963,2,5475,1,6983,4729,1
55130,3,16157,3,4109,3,20036,16157,0
19903,3,15685,2,14995,3,9337,12042,1
66270,4,17157,3,12340,9,5875,14970,0
24984,4,7216,2,18763,4,8965,7216,0
43006,3,22792,1,13713,7,15924,10531,0
41763,1,1328,2,12462,3,14554,1328,1
24014,4,17776,1,7357,1,338,15805,1
9884,3,11575,2,5062,0,4129,11575,1
41558,5,11319,1,7326,7,7700,11319,0
37509,4,15691,2,9865,2,28572,15691,0
76186,5,14718,3,16681,12,18195,6972,0
76279,2,16024,1,13464,8,12893,10775,0
24983,2,10503,1,3411,0,96,8503,1
75760,5,15994,1,10196,2,9075,15994,0
61228,3,17436,3,14432,11,29755,17436,0
78136,3,13449,1,6505,5,4592,13449,0
31707,5,10376,3,8803,14,5528,10376,0
14790,1,17672,2,3913,1,7301,14511,1
28783,3,18023,0,6004,3,7621,13290,1
36098,4,18524,2,9118,3,10169,14518,1
32533,0,18347,1,12881,3,13867,18347,1
68627,3,25964,2,10112,7,6191,25964,0
36037,3,28774,1,7628,7,5843,18678,0
33384,4,852,0,12900,0,11664,852,1
42680,1,12489,2,13410,1,4596,944,1
10352,1,13578,2,6461,1,6285,3723,1
60102,2,3451,2,7989,1,19069,10775,1
34182,5,15865,3,18254,8,26723,15865,0
8654,0,9476,0,4039,0,1823,7114,1
39038,4,8544,2,970,0,14869,5463,1
71771,5,17181,1,11284,6,22226,17181,0
1098,2,22525,0,4903,15,27616,9346,1
16704,2,20457,0,15532,1,16128,10775,1
21272,3,12327,1,12182,6,11333,5360,0
22223,2,13811,1,9820,3,9831,11158,1
50022,3,29017,2,15939,12,15955,9982,0
34893,1,366,1,14693,3,7378,366,1
6979,0,14374,1,9293,0,5723,12876,1
57470,3,14798,1,16996,4,10323,14798,0
49757,3,23748,1,15035,13,18826,12309,0
6454,2,5153,0,12185,3,12428,5153,1
28486,2,7593,0,336,3,5427,7593,1
27411,2,5329,2,3705,1,14105,5329,1
34540,3,16225,2,7542,9,29094,6202,0
42137,4,7272,3,15685,9,8018,7272,0
9107,0,18092,1,8977,3,6389,15520,1
55281,4,29975,2,10784,10,13537,9589,0
12710,1,16822,1,13665,1,2989,10454,1
14968,3,452,2,9263,3,7668,452,1
79934,3,16193,2,8042,15,5486,13655,0
17121,0,15509,1,1846,3,6651,14106,1
11205,2,4728,2,11247,2,3216,4728,1
54626,5,29620,3,13660,8,9838,24043,0
37878,5,13544,2,10437,5,4301,8612,0
8882,4,4184,1,1556,0,7469,4184,1
54056,4,12250,3,16237,0,3320,6174,0
67626,3,10506,2,11681,3,23795,10506,0
9572,3,10340,2,12326,3,3930,10340,1
20505,4,6328,3,19729,13,19501,6328,0
35473,5,19952,3,13573,14,26304,12266,0
18730,0,3830,1,3165,0,14110,912,1
8318,5,2716,0,10151,4,28812,10775,0
41786,2,6888,2,11331,0,5162,6547,1
28739,1,10070,2,4780,3,8543,10070,1
26549,2,24941,0,906,9,6262,10775,0
62234,4,16133,3,12883,15,11215,6285,0
34355,2,6422,1,2294,6,21733,1342,0
5809,2,15146,0,10429,1,1664,14954,1
17204,3,10348,1,3554,2,4223,3315,1
14903,4,9241,1,14441,3,14881,9241,1
32769,5,14370,1,8571,12,28507,14370,0
36560,1,4183,2,3575,1,2406,4183,1
5415,2,17408,0,8511,1,3895,12120,1
11087,0,7169,1,14187,1,13501,7035,1
42690,3,25360,2,15422,8,18180,5719,0
36060,1,13918,1,6374,0,10428,6392,1
43305,3,22500,2,9513,15,25579,10775,1
49873,3,16047,2,16797,12,4563,16047,0
25911,0,9266,1,4550,1,2703,1422,1
15257,2,29512,2,3500,14,25077,10775,0
79872,4,28100,3,11137,7,29544,13394,0
29350,5,11574,2,9153,11,455,10775,1
27366,0,9551,1,4996,3,7927,3741,1
55156,3,25330,3,6515,5,5360,9613,1
74910,2,26511,2,7076,6,26357,10775,0
10138,0,4879,2,6669,3,18275,10775,0
37000,2,10659,0,42,2,5450,10659,1
40393,4,26640,2,16677,5,4197,7955,0
76976,4,23061,3,5543,10,17023,22602,0
8689,1,15811,2,6243,0,9361,9608,1
55100,5,29415,2,7014,14,4015,14764,0
41463,0,13859,0,13687,0,12613,957,1
50773,5,23228,1,11380,13,26943,12651,0
70439,3,28237,2,13344,2,26854,26748,0
11267,3,17291,1,10692,3,2482,8364,1
19687,3,17072,1,14392,0,10029,7087,1
43113,5,22488,3,14964,10,18698,20537,0
14642,3,12204,2,12336,1,8587,12204,1
5087,4,2424,2,11421,3,3037,2424,1
29314,3,2220,2,4167,2,9603,2220,1
43817,4,17206,1,1398,0,263,3472,1
32830,3,15897,1,13390,11,9179,15897,0
69724,3,19236,3,6641,14,11096,19236,0
43235,4,20601,1,17528,2,25328,8100,0
27182,0,14229,1,13616,0,5385,12573,1
62122,4,18487,3,5545,11,17849,10999,0
8245,4,5694,2,2424,2,3058,5694,1
16137,0,7431,1,2907,3,6599,7431,1
18429,0,18079,1,12799,1,11868,9850,1
59689,4,20857,2,19882,8,3392,2795,1
14624,4,6610,1,8082,0,3409,6610,1
13116,3,3130,0,9315,0,12040,3130,1
27195,3,28221,2,16509,5,29564,10985,0
29606,4,22309,2,12708,12,18816,9696,0
51097,2,15019,1,14997,4,12946,10775,0
41132,0,16160,1,4396,3,6014,4843,1
17573,3,18975,0,4685,2,7200,3676,1
52459,3,22179,1,4333,2,16756,9034,0
37310,1,16762,1,9220,3,13781,11218,1
20465,2,19870,1,4411,0,5087,4761,1
30938,0,144,0,2362,0,2673,144,1
23562,5,18330,2,4041,6,26279,18330,0
32126,1,19701,0,4733,3,14351,15152,1
38920,5,29357,2,9360,7,12875,20552,0
9074,0,6417,2,4748,0,6052,6417,1
20265,4,923,2,10855,3,14482,923,1
63818,5,20949,1,6969,15,23564,15034,0
41883,3,10685,1,13943,11,13034,10685,0
22430,0,2371,2,133,1,2143,2371,1
25874,5,11829,3,11334,5,14483,5094,0
26934,3,19550,3,246,9,8646,6813,0
3310,4,20498,2,15189,0,3355,10775,1
75701,3,9730,1,4382,11,5083,9730,0
38282,0,6733,1,3803,3,3203,3041,1
46913,3,11102,1,19575,14,29642,11102,0
41695,3,17346,1,4874,14,14350,17346,0
24985,2,14240,1,8921,0,4944,3774,1
63150,4,26344,2,16809,14,27241,9165,0
44811,0,153,0,9334,1,3492,153,1
27333,5,12528,3,3731,4,18865,10775,0
27795,4,14808,2,12851,0,11234,5291,1
10727,5,4852,2,13713,14,5207,5072,0
71477,3,25555,2,11939,14,19172,23045,0
67373,4,22852,3,13179,14,22748,10380,0
46656,3,28738,3,6239,7,10872,10489,0
4199,2,9832,2,9439,1,8223,9577,1
5137,2,14179,2,5882,0,618,14024,1
73701,4,23113,0,17067,9,14383,10639,0
22932,4,1399,2,13025,1,966,1399,1
30892,1,20530,0,123,5,3440,3217,1
30775,5,20700,1,7795,12,9001,20700,0
77816,5,25630,1,9389,3,20155,11209,0
29260,4,2808,0,7336,1,4998,2808,1
3122,3,15579,1,13562,1,10856,10308,1
34846,3,18133,2,5434,1,14218,1239,1
17478,0,21545,1,3105,0,14392,10775,0
30329,1,1814,0,1035,3,3227,1813,1
68628,5,14616,3,18443,13,12491,14616,0
26854,5,18561,1,5705,6,8834,1193,0
38322,0,13103,2,2492,1,7579,4685,1
45776,3,15810,2,8244,3,7837,15810,0
36895,0,19066,1,12099,1,14215,15652,1
72271,5,14344,1,5971,8,23499,14344,0
6148,3,3047,1,4092,2,4724,3047,1
42057,2,12374,0,7074,0,465,8582,1
60089,1,8509,0,15420,13,25054,10775,0
40348,4,9541,2,9315,1,4722,9541,1
20045,0,7077,1,5457,3,10176,3606,1
22998,3,13725,2,13735,2,23859,13725,0
3914,4,11150,0,5317,2,14060,11150,1
35727,2,17238,2,8735,2,5733,1306,1
75482,1,26385,1,14633,12,27292,10775,1
3628,3,1598,0,6084,1,2018,1598,1
53747,3,8191,2,9652,15,4203,8191,0
17434,3,22973,0,14759,15,16128,369,1
39646,3,7347,2,16175,14,22301,7347,0
43581,2,13160,1,4202,1,11158,12100,1
20769,3,10539,1,952,2,10104,2606,1
27239,5,5960,3,12052,11,4050,5960,0
31422,0,13016,2,1931,12,2503,10775,1
42894,3,12050,1,19495,9,26925,12050,0
39393,2,6522,0,488,2,9070,2049,1
19830,3,4156,1,6701,3,6702,491,1
39518,3,6249,2,5618,12,26646,6249,0
35925,3,17588,2,2421,1,5848,7522,1
53080,3,10044,1,11357,7,10758,10044,0
10043,2,9689,2,6456,11,13000,10775,0
22312,3,10547,0,5506,1,11132,775,1
26237,2,28061,0,15798,4,29311,10775,1
8502,0,19990,2,7087,2,5304,17798,1
58773,4,23203,2,14207,14,15240,16838,0
78693,5,28977,2,15647,10,22337,10073,0
13154,1,494,0,9227,3,6323,494,1
31442,2,16572,0,14699,3,8001,4410,1
17487,4,7972,0,14284,0,12594,5291,1
34388,4,11559,3,19448,3,20706,11559,0
27665,5,21065,1,3321,3,6222,3967,0
2250,3,11153,1,10410,8,12175,10775,1
28379,1,3765,2,4257,0,4478,3765,1
11349,2,12780,0,9558,0,4440,5363,1
3563,2,15153,1,11898,2,8730,12239,1
7524,1,8137,1,14842,0,4240,4523,1
29911,1,19918,2,10402,3,11836,11064,1
33192,2,8561,1,7362,3,10816,3597,1
13782,3,15927,0,11990,1,4127,14889,1
36014,5,17421,2,14339,11,5667,17421,0
58970,4,16551,1,4428,6,5764,16551,0
61770,4,18707,1,4199,5,4613,15003,0
31814,3,5218,1,4120,3,12899,5218,0
19770,2,14759,1,402,3,14217,1757,1
17573,1,6399,1,7522,3,7388,6399,1
69539,5,6295,1,18875,6,29930,6295,0
56552,3,25415,1,14717,10,19525,16064,0
75777,4,6220,2,13655,9,15396,6220,0
52478,2,17981,0,18806,10,11053,10775,1
61070,3,16891,2,19093,2,5402,16891,0
27628,4,8401,1,4952,2,3535,8401,1
57494,5,13565,2,9340,8,11771,13565,0
25490,1,4541,0,2000,3,4299,2653,1
42917,4,24467,1,6148,7,22360,18415,0
54726,3,25168,2,4898,3,12876,14037,0
71240,4,17922,1,18591,14,21215,16611,0
8513,2,697,0,11298,3,9745,697,1
68946,3,6831,3,6507,2,17900,6831,0
38569,4,16375,2,741,1,8899,431,1
26217,0,5990,0,10593,1,12854,5990,1
22057,3,18527,3,4855,6,9779,16974,0
6900,4,6396,2,11078,14,29422,10568,1
36951,3,13806,0,12088,2,14767,3066,1
16627,4,11973,2,14623,3,4078,11910,1
78141,0,2915,2,13363,5,28601,5905,1
45498,1,17748,1,14649,7,19978,10775,0
24744,4,14302,2,13110,7,23243,11745,0
7802,3,13295,1,6823,0,905,11052,1
17433,1,11648,2,8798,2,11997,8284,1
68257,4,10494,1,13791,2,17133,10494,0
43324,4,18071,2,1474,0,10076,13418,1
53737,4,5064,1,17587,15,13059,5064,0
5073,3,9354,1,9669,1,9964,9354,1
23220,3,12566,1,18193,13,23155,8825,0
76616,3,6167,3,15049,3,26529,6167,0
9547,1,1745,0,12411,3,3511,1745,1
21053,3,17015,2,8827,3,13242,17015,1
37040,5,11422,3,12499,15,21363,11422,0
38708,3,12867,0,10897,0,14874,12867,1
50974,3,15662,3,12909,14,6866,15662,0
12912,3,5584,2,13028,1,7150,5584,1
44396,3,23256,1,16512,7,24201,23256,0
43233,3,29353,2,5317,14,26500,6474,0
33001,5,5219,3,19570,12,7459,5219,0
32505,3,7090,3,4033,14,28282,7090,0
34215,4,22639,1,11822,5,4799,2468,1
75692,3,23133,3,11492,11,5643,14026,0
62894,3,25453,2,10544,11,11135,19358,0
60683,4,14896,2,7204,15,26645,14896,0
73770,3,6400,2,16781,2,10262,6400,0
47094,5,10304,2,10649,7,10752,10304,0
19335,3,14899,0,10566,2,8284,14899,1
39134,1,27425,0,16739,9,5466,10775,1
42076,0,9700,0,13843,3,10343,8386,1
43080,1,4987,1,9590,1,4504,4987,1
38512,5,11432,3,7308,13,17395,11432,0
77274,4,24242,2,18912,5,10697,7166,0
74901,4,11982,2,10298,14,22081,11982,0
71121,4,10210,1,14976,6,16247,10210,0
39528,5,6129,3,5169,11,18504,6129,0
37563,0,7112,2,14270,2,8404,7112,1
33514,3,15293,2,3144,3,949,3858,1
14715,1,3282,1,12180,1,8426,2545,1
30750,5,15852,1,16410,12,15099,14312,0
33657,1,12530,0,3699,1,14971,10391,1
68231,5,9194,1,10039,13,13853,10775,1
9927,1,24641,3,5305,11,774,1590,1
19537,1,9211,1,9484,1,13544,9211,1
35974,4,15047,1,12275,1,9591,4140,1
12308,4,8884,0,6110,3,149,484,1
14092,4,11283,0,4705,2,5672,3983,1
53994,2,4823,3,13474,14,22400,10775,0
58397,4,20149,2,7757,7,29684,10889,0
62124,3,8219,2,11602,2,8538,8219,0
3156,2,12284,1,7593,1,8997,12284,1
64039,3,28324,1,5379,5,28695,5081,0
43072,5,11947,3,13403,14,18535,11947,0
31862,4,27484,1,16070,13,7260,10002,0
64828,5,27960,3,16124,8,24481,10380,0
35545,4,18480,3,7827,6,19682,17371,0
27550,4,3452,0,14428,2,11352,3452,1
67192,5,28648,1,9573,13,7708,28328,0
43522,1,4021,0,1221,2,5576,4021,1
51567,4,9129,2,10380,8,14289,3770,0
29725,4,12392,0,4087,2,9769,11041,1
67752,5,28211,3,4401,15,13252,23222,0
63505,3,9014,1,10269,7,15758,9014,0
35481,2,14107,1,13106,3,4774,2487,1
10994,1,2087,1,13975,1,11374,2087,1
63654,5,25479,2,16553,12,14991,12637,0
33893,0,283,0,9486,1,5551,283,1
12702,3,4191,2,12446,1,4389,4191,1
14550,4,14094,0,2786,1,8464,5769,1
65139,4,19874,1,11562,11,15696,13600,0
10539,1,14821,0,12436,1,10335,10775,1
38240,2,10657,2,14393,1,14166,10657,1
32759,3,28993,2,6808,3,23531,12544,0
21442,3,9872,1,6368,11,3173,10775,1
18786,0,22057,1,11644,15,21168,8600,0
37750,4,12887,0,11126,0,5691,12887,1
8035,2,1446,2,4410,1,8995,1446,1
12284,4,19803,3,18736,4,13051,10775,0
21339,4,15236,0,11107,1,14783,13739,1
59043,4,24102,3,6183,4,11843,8739,0
21848,5,17588,1,10527,15,4922,17588,0
27481,1,11593,0,9830,3,10567,4916,1
72833,5,23391,1,8934,8,9959,15128,0
3084,2,7654,1,17726,5,1841,2252,0
11882,3,6526,2,7251,2,7277,5555,1
23158,2,10611,2,2151,1,13423,10611,1
24171,2,16420,0,1178,2,10158,3568,1
61566,5,24436,1,10911,3,16682,24436,0
73120,4,6766,1,18386,9,19677,6766,0
24582,3,3927,0,4878,0,13798,3927,1
33383,5,8834,2,17203,14,14943,8834,0
7234,4,4715,1,12199,2,11710,4715,1
43885,4,22605,1,6365,7,15650,6473,0
35801,4,22285,1,17926,2,18273,17829,0
11483,3,3014,0,4015,1,9521,333,1
7345,0,4707,2,2729,1,2180,4707,1
59034,3,8137,3,13142,12,20528,8137,0
20878,0,6766,2,11386,1,7396,1850,1
67456,3,14456,3,11323,4,21549,14456,0
79809,3,24614,0,17496,2,15646,10775,0
12620,2,19939,2,6032,2,6552,8113,1
71292,3,5610,3,16178,11,9415,5610,0
41536,4,7719,2,10852,0,6681,7719,1
36479,2,2399,0,15277,11,5462,6815,1
38266,3,4509,2,3856,3,7670,4509,1
46708,2,22114,2,1078,3,18027,10775,0
8581,3,8203,2,1333,0,119,6890,1
22558,3,5662,0,3600,2,280,5662,1
10914,2,8558,2,4901,0,11161,8558,1
68454,5,28244,2,12725,10,17651,15548,0
45128,4,7940,3,4276,13,10643,7940,0
26216,0,65,0,13785,2,1104,65,1
5442,4,3219,2,9662,2,9892,3219,1
33241,0,17372,2,11638,9,20655,10775,0
19274,3,12234,0,6601,0,12432,8545,1
22223,3,10500,3,6528,14,8063,10500,0
39036,4,541,0,401,0,9338,541,1
48140,5,22628,1,9093,4,24961,18210,0
37490,5,15926,3,16327,5,27762,13891,0
77045,3,27847,2,16007,13,15598,14499,0
51473,3,15856,2,12317,7,25795,6815,0
42375,4,5586,2,253,0,6731,5586,1
26420,3,5743,2,11906,2,9609,5743,1
55665,4,13740,1,19333,11,23024,13740,0
59764,5,18932,2,13090,9,8293,10690,0
57492,4,9902,3,6815,7,8291,9902,0
37710,4,13187,1,7347,14,13410,13187,0
39888,0,3682,2,4014,1,9162,3682,1
15751,0,16278,1,10598,1,7769,16278,1
18291,0,9869,3,4266,1,15914,1749,0
27889,4,19372,2,3938,0,7,2255,1
61977,3,7467,3,13717,3,24699,7467,0
4912,2,12135,2,7924,3,11099,7515,1
37513,0,8292,0,8772,0,13444,7913,1
33466,5,14074,2,1021,10,16257,10775,1
30604,3,15552,2,9661,2,5466,15552,1
43678,0,3971,0,9206,2,7414,3971,1
32258,3,8738,2,13009,13,4869,8738,0
30112,2,13678,1,2684,0,9352,4458,1
69527,4,16133,1,8703,12,17985,16133,0
6879,3,5375,2,8323,0,7604,2458,1
38488,4,19523,3,15667,15,17679,19523,0
15303,2,17949,0,7339,3,524,14644,1
31755,1,16452,1,3691,2,13922,13320,1
24655,4,12055,1,16955,9,29646,11500,0
29741,4,23608,1,6085,2,19560,8767,0
64738,0,20479,1,17882,5,17488,10775,0
24777,4,20949,3,13221,12,6362,19438,0
39092,0,11756,1,14888,2,7484,6265,1
71316,2,5115,3,14788,14,18335,1360,0
59073,5,23125,2,16725,8,5478,6876,0
46787,3,22676,2,12510,6,9842,20002,0
26932,5,7735,1,4236,6,12462,7735,0
31183,5,27340,1,19835,5,11531,10508,0
30292,5,18919,1,12692,4,27200,18919,0
47889,1,22887,3,16769,12,23351,10775,1
25078,1,18386,0,10836,1,6100,17607,1
7937,2,12778,1,14983,3,222,10926,1
13793,2,7849,0,12225,2,2834,7849,1
40860,3,12668,2,5466,4,13648,12668,0
68714,3,29772,1,19796,13,13847,9628,0
60423,5,7218,3,7262,9,7766,7218,0
26947,1,18613,0,351,12,17987,6123,1
67384,5,23672,2,11708,2,23950,16683,0
22161,3,15985,2,14799,1,6129,5734,1
61959,3,5053,3,10889,0,2362,10775,1
69181,4,16716,1,4045,0,16083,6303,1
45516,3,24014,3,18804,4,28993,24014,0
9584,1,14628,1,13902,1,9940,2951,1
38016,4,11154,1,6019,0,9405,11154,1
43442,5,22935,2,15441,11,16181,20321,0
38320,3,10151,1,14474,9,17046,10151,0
40666,2,8122,2,11472,0,14510,1067,1
4578,4,17583,0,11887,3,8234,8341,1
8861,4,6784,1,12617,1,8246,3845,1
53209,0,8916,3,8999,14,4257,2766,1
13437,0,12249,2,288,2,10022,7475,1
28976,1,19211,1,12739,2,13996,18879,1
33532,4,9005,1,11437,8,29507,9005,0
21859,1,10332,0,2042,2,12988,7089,1
62284,3,27913,2,8128,10,26577,25740,0
58762,0,26069,3,8097,12,29863,8403,0
6677,1,7665,0,1996,1,1567,7665,1
40040,1,15305,1,4114,1,4100,15305,1
21853,3,24370,1,17808,9,5514,16600,0
41540,0,9716,1,12066,0,3347,1395,1
38112,4,5088,1,12590,10,9281,5088,0
32182,1,11574,0,648,2,13189,11574,1
36156,1,3124,2,1339,2,9300,3124,1
35518,4,432,2,12043,2,7018,432,1
15568,4,13089,0,12207,1,3468,3983,1
44238,1,6861,1,10852,0,3590,6861,1
29640,5,26629,3,13258,6,8441,16066,0
74442,3,20647,1,19769,5,6373,18058,0
64961,3,8299,3,10544,14,7717,8299,0
63795,4,29437,2,6768,12,25189,10775,1
62970,5,29500,1,6953,5,19174,23602,0
33766,4,24120,2,7273,2,29282,16426,0
49223,5,7458,3,6188,6,22022,7458,0
27640,3,7622,2,6312,2,12292,7622,1
42550,4,19570,1,12583,0,13092,15829,1
48483,0,26049,3,899,5,21295,10775,1
30290,4,22665,3,9113,10,24466,17665,0
38303,0,7649,2,11822,2,7158,7649,1
23577,4,26849,2,8852,10,28511,21343,0
18886,2,16093,0,6603,2,12009,16093,1
31536,3,20625,1,12698,7,875,10775,0
43834,3,14759,2,5605,0,567,10356,1
20198,4,22778,2,9921,7,11799,18499,0
26809,5,9419,1,11039,12,6738,9419,0
33122,0,15355,0,12859,3,5976,48,1
54237,3,8880,1,4743,13,20502,8880,0
11814,3,15664,2,12609,1,4863,15537,1
21579,2,10614,1,4066,3,3862,6320,1
29564,3,20125,3,8961,2,28245,16820,0
9183,3,15298,1,13693,2,2083,5674,1
74722,5,17740,1,8437,12,12352,17740,0
22180,3,9421,1,9692,3,19191,9421,0
78289,3,18927,3,9850,5,10888,18927,0
22029,1,5714,2,248,3,7220,5714,1
14967,0,17734,1,4320,0,6370,9933,1
20433,1,11678,1,3823,0,14830,6241,1
75765,5,22250,1,4889,15,24458,22250,0
22652,2,5980,0,8655,0,2905,3744,1
8195,2,19062,2,5113,1,7374,14345,1
40907,2,20540,3,13113,15,29009,5384,0
35337,1,3541,3,5075,4,1751,10775,1
6964,3,8101,0,5555,0,9554,8101,1
9663,2,10212,2,13265,2,12606,10212,1
4652,1,9590,2,13237,1,14915,1867,1
36654,5,11223,3,7516,10,15850,10684,0
23024,3,26862,2,12376,3,7029,22817,0
68981,3,27726,3,9532,4,4324,6542,0
13073,2,14298,2,3917,2,14456,7935,1
44995,4,26950,2,6888,8,28598,5822,0
24586,1,3053,0,13975,3,8714,3053,1
49176,3,17577,1,17353,10,15736,17577,0
29696,3,20905,3,17970,6,12270,17171,0
44559,3,14335,1,9083,4,13240,14335,0
38243,2,9243,0,9247,0,1389,4515,1
32008,2,18592,1,9633,1,9750,18592,1
37744,0,16841,2,12389,3,8722,10486,1
51567,5,27154,3,199,7,20491,10775,1
33723,3,19637,0,9962,1,2962,10775,0
63922,5,7256,2,5725,7,25741,10775,1
14652,2,8705,1,5882,3,10135,8705,1
73345,5,14044,3,1517,9,8174,6415,0
48839,5,28724,2,14690,10,23217,12090,0
70773,3,7261,3,4629,10,12376,7261,0
43858,3,23974,3,8077,10,14376,5303,0
16157,0,4108,1,5013,2,3049,4108,1
39055,4,25429,3,9379,5,21787,19206,0
22716,2,18019,1,3690,0,1835,1532,1
41741,4,23986,3,14386,2,4673,18589,0
53686,5,22369,3,15923,4,4002,13667,0
49188,2,20258,2,13178,15,18009,10775,0
19838,3,4143,1,1455,1,2162,4143,1
36816,3,12261,1,12565,12,11806,9168,0
15960,0,3274,1,2625,3,7138,378,1
42635,4,13232,2,8580,3,27173,13232,0
51768,5,18886,2,16728,4,5609,18886,0
53337,3,17798,1,16742,6,16552,14450,0
41181,4,7962,3,8133,10,21769,7962,0
3499,2,1802,1,12376,1,14271,1802,1
26646,2,6646,2,10114,2,8240,4537,1
22574,0,17921,0,8432,1,2353,16734,1
37030,2,6253,0,6879,2,6608,6253,1
12969,4,9264,2,6729,2,249,9264,1
57951,5,19944,1,8405,14,7331,19944,0
21436,4,3265,2,13763,2,9347,3265,1
43183,5,14908,1,18817,5,24150,6580,0
41133,4,18467,1,12773,2,11796,17217,1
35020,0,5143,1,10924,1,10314,4625,1
60544,4,28672,2,10044,6,26230,6300,0
32652,4,1892,2,12735,0,1723,1892,1
45136,5,25190,1,15583,6,17512,17505,0
24153,0,9600,2,1961,0,2195,1055,1
9483,0,1623,2,5505,3,8393,1623,1
64851,5,26348,1,9487,2,12629,14728,0
13846,0,15929,2,6707,1,10491,2018,1
9046,4,15586,1,3681,0,9273,9981,1
71301,4,14143,3,13379,15,11051,14143,0
71269,4,20042,2,6977,13,26136,20042,0
34524,1,14024,1,14672,1,2442,14024,1
77444,3,20043,1,19508,6,28507,14437,0
44257,2,3703,0,14651,0,5707,3703,1
74166,5,9607,2,6980,13,16485,9607,0
54374,3,2918,1,17003,6,3983,10775,1
60321,5,16569,3,5854,14,25589,15771,0
5320,3,7735,0,2418,1,14743,5640,1
57073,3,19571,1,8970,6,789,10775,1
54206,5,24736,2,16269,5,28500,7396,0
15271,2,17262,1,6809,1,4808,11239,1
14497,3,1765,2,12602,3,1664,1765,1
40145,3,11392,0,13460,1,1022,8102,1
54987,2,18008,2,16549,14,19887,10775,1
40355,0,1082,1,3409,1,8154,1082,1
35639,3,4962,0,7140,3,13154,3766,1
23751,3,6956,2,13603,3,5037,1480,1
35403,5,18432,2,4959,13,5957,10775,0
44584,4,8975,3,5684,9,27306,8975,0
8154,3,13237,2,14624,1,3778,7841,1
31106,4,18274,2,8339,13,6922,10051,0
19033,2,17678,1,12226,0,10232,14380,1
67238,2,24623,1,9257,5,12313,6210,1
14761,0,14355,2,14635,3,13329,3049,1
24339,4,5588,3,9027,12,26302,5588,0
6387,0,18762,1,4225,1,696,10775,1
39337,5,21997,2,11484,3,28694,21997,0
4869,3,11372,2,1860,0,6668,11372,1
68332,4,20717,1,8006,8,10318,20717,0
78498,4,6802,3,15377,10,5464,6802,0
17742,4,805,2,9188,1,3831,805,1
66351,5,28785,3,18405,8,12766,25860,0
57102,3,24245,2,10238,7,17235,19472,0
13414,3,12954,0,206,0,1799,7917,1
72563,5,11426,1,13615,11,15170,11406,0
17160,1,16848,1,7017,0,4577,16848,1
19894,1,10598,1,13294,2,13999,10598,1
62085,4,23274,3,10368,14,19034,20585,0
23161,3,14407,1,9107,4,7704,14407,0
16694,3,10978,2,1567,1,9190,10978,1
37766,5,7852,3,15775,4,23925,7852,0
24576,3,4826,0,2770,5,19759,9246,0
3122,4,8930,0,4236,15,26376,10775,0
28583,0,19139,2,12295,0,3374,12975,1
40171,3,23366,3,8325,14,27082,10775,0
32139,4,6762,2,4110,0,6329,6762,1
71304,5,12232,2,638,12,29877,10775,0
49025,4,21043,2,10471,9,5659,21043,0
68003,0,3205,2,5046,14,8454,10775,1
39481,3,23778,3,10376,5,13169,10775,1
11670,1,8089,2,6415,3,10567,2108,1
39410,3,1799,0,8669,3,7105,1799,1
35912,4,7145,1,12715,6,24390,7145,0
44074,0,8348,0,10678,3,2664,1188,1
64375,5,7666,3,12357,15,25390,7666,0
58628,3,9253,3,6883,6,15417,9253,0
54269,1,25063,1,938,9,7902,10775,1
43500,1,8800,0,6584,0,8218,8800,1
12452,4,10208,2,4322,0,7772,5563,1
60845,5,2273,3,5512,12,9577,10775,1
19060,0,3434,1,9439,0,12656,3434,1
32978,3,15110,2,5191,3,2293,8649,1
16164,3,5765,0,5813,2,6065,5765,1
26567,0,724,0,9249,1,13456,724,1
40828,1,7181,1,3513,2,1710,7181,1
35606,3,8666,3,10510,9,6980,8666,0
24134,4,21015,3,14358,10,8018,10978,0
37703,4,15945,3,6537,14,25426,15945,0
76377,5,22093,2,4710,12,21546,22093,0
6214,3,14826,0,9515,0,2566,6296,1
49115,5,29261,2,7814,2,23797,28812,0
37675,5,11167,3,18230,5,24648,11167,0
36689,5,17343,1,7332,9,20599,17343,0
3011,2,2773,1,4900,0,7442,2773,1
48797,5,21832,1,15160,7,21479,15837,0
35654,5,7537,1,4520,4,29852,7537,0
29883,4,5666,2,3547,1,2125,5666,1
37746,3,2349,1,7164,0,14312,2349,1
42600,4,13371,0,7116,1,12094,2939,1
9678,0,10451,2,5583,2,1803,10451,1
35046,4,2027,2,8538,2,10459,2027,1
4428,3,12948,0,3800,1,2814,4107,1
54324,3,18401,1,10059,5,28687,18401,0
32623,5,26619,3,9736,5,9202,9459,0
43479,3,16294,2,17611,10,29901,14935,0
41908,1,9152,1,16739,12,13028,10775,1
26668,0,18560,2,4003,2,10197,12371,1
21042,5,18328,1,17350,6,15828,8492,0
36332,5,24682,1,6279,4,10993,21324,0
9128,0,17482,0,10004,0,6982,4132,1
21810,4,10559,3,10218,11,25469,10559,0
35483,3,16950,3,16686,9,14721,9304,0
